at,userName,appVersion,score,content
2025-11-12 18:39:40,Yus Bojong,,5,mudah-mudahan jkn mobile lebih bermanfaat bagi peserta kesehatan
2025-11-12 18:36:43,siswanto doank,4.14.0,5,ingin melakukan perubahan nomor telepon tapi pilihan verifikasinya tidak mau muncul update komentar.... ohh sudah terverifikasi skrng
2025-11-12 18:32:27,simon gabe,4.14.0,1,"aplikasi sampah, minta kode verifikasi ga bisa"
2025-11-12 18:26:54,Iskandar Zulkarnaini,4.14.0,5,good job
2025-11-12 18:23:57,Mudang Dadang,4.14.0,5,bagus
2025-11-12 18:20:42,Anton Wijaya,,5,Mudah dan gampang di gunakan
2025-11-12 18:17:45,Minah Ritonga,,4,Bagusss
2025-11-12 17:59:37,Ismawati Pekalongan,4.14.0,5,jos jis
2025-11-12 17:48:28,Rezhamart Wahyu Nursatrio Wibowo,4.13.1,5,ok
2025-11-12 17:42:34,Annisa Rahmatika,4.14.0,5,mantap
2025-11-12 17:01:04,Pancar Bali,4.14.0,5,mantap
2025-11-12 16:59:13,Febrian xd,,1,udah di tunggu sehari kode verifikasi ngk muncul ampas
2025-11-12 16:40:40,jihan febrina,4.14.0,3,"cape bgt, pembaruan trs. tapi masih lemot. mau daftar autodebit aja gabisa2, jaringan bagus wifi bagus. ampun deh"
2025-11-12 16:32:54,Nur Laela,4.14.0,5,terimakasih
2025-11-12 16:30:11,Debby Dewi,4.14.0,5,baik dan sangat membantu untuk daftar kepemeriksaan terimakasih
2025-11-12 16:20:59,Daeng Ali,4.14.0,5,keren
2025-11-12 15:52:07,Calliandra Yanuanto,4.14.0,5,tolong agar screen shoot diaktifkan lagi. susah kalau saya daftarin anggota keluarga tapi kita ga bisa antar
2025-11-12 15:44:28,bo ya,4.14.0,1,"bisa nggak ini daftar buat verifikasi di permudah dikit? verifikasi wajah, udah clear. verifikasi NIK sudah oke. alamat sesuai dan pas. kena verifikasi nomor diharusin reset akun dan nunggu semingguan. harus ganti nomor pendaftaran sama Gmail juga. ini kenapa kok sulit sekali, gak kayak apk mmc bhayangkara dulu. bahkan buat pengambilan nomor antri, harus trobel gegara gagal verifikasi nomor dan harus direset akun. tolong segera direspon komenan saya."
2025-11-12 15:33:37,San dri,,5,"semoga BPJS saya yang gratis bisa aktif kembali, karena saya tidak pernah meminta untuk menghapuskannya 🙏"
2025-11-12 15:28:52,Daffandra 2025,,5,sangat membantu dan bermanfaat untuk warga negara republik indonesia
2025-11-12 15:10:35,Dadan Dadan,,5,okeh
2025-11-12 14:37:33,Kirno Cipto wiyono,4.14.0,5,bagus dan mudah
2025-11-12 14:35:35,Hary pick up Bintaro (Hary bintaro),,5,sangat akurat..semoga bermanfaat buat orang bnyk
2025-11-12 14:32:05,Uun,4.5.3,5,terima kasih tetap tingkatkan kinerja sekali lagi terima kasih
2025-11-12 14:12:38,Satria Kurniawan,,5,bpjs ngubah data mudah lewat amplikasi jkn.
2025-11-12 14:06:32,Manusia Biasa,4.13.1,2,3 hari berturt2 ingin merubah kata sandi tapi tidak bisa ... sdh brkli mcoba ttp tdk bisa 😥
2025-11-12 13:57:36,Linda Nadira,4.14.0,5,bagus pelayanan jkn sip pokoknya
2025-11-12 13:46:43,Agung Satria,,1,"gagal terus pas verifikasi wajah, dah gitu captcha suka gk muncul"
2025-11-12 13:43:14,Fitri Rahayu,4.14.0,5,"oke, menu jelas, loading cepat, praktis"
2025-11-12 13:42:21,Habibi Basri BK,,5,puas
2025-11-12 13:38:15,Nia Amalina,4.8.1,5,membantu sekali dalam pendaftaran di faskes
2025-11-12 13:37:54,Ryan BiBi,4.14.0,5,Sangat Mudah digunakan Mantap
2025-11-12 13:28:25,vickry wilmar,4.14.0,5,aplikasi yg sangat penting dan membantu
2025-11-12 13:22:43,Zoelkarnaini Lion (Zoel),,5,sangat berguna
2025-11-12 13:21:03,super R . A,4.14.0,5,oke sangat membantu
2025-11-12 13:20:51,Enah Darhenah,4.14.0,5,mempermudah banget
2025-11-12 13:16:36,X UppilL Top,4.14.0,5,sangat membantu trimaksih
2025-11-12 13:10:23,Rizqi Fh,4.14.0,5,"kacau ini aplikasi, walaupun direkomendasikan oleh pihak RS, banyak bgt kendalanya verifikasi wajah gk bisa, mau verifikasi nmr tlpn gk bsa, login juga alabiyuh, kacau mau ambil antrean eror gak berguna bgt ini apk, sengaja gw bintang 5 biar paling atas banyak org liat, klo direkomendasikan apk ini jgn mau mending ngantri aja drpd di apk ini, ngantri cuma 10m-4jam, ini 3 hr gak kelar"
2025-11-12 13:01:59,ferdinan sapto,,5,Ok
2025-11-12 12:53:30,Mas Hudin,4.14.0,5,👍👍
2025-11-12 12:45:36,Ferdy Yussach Herlambang,,1,"kode otp gak masuk"" keren apknya"
2025-11-12 12:37:58,Arif Hermanto,4.14.0,5,mudah dan cepat
2025-11-12 12:37:12,aa d0ank,4.14.0,5,ok
2025-11-12 12:36:26,Setyawan Samodra,,1,mau masuk dan ubah sandi sulitnya minta ampun
2025-11-12 12:27:05,Supri Yadi,4.14.0,5,sangat memuaskan
2025-11-12 12:19:03,Corona Covid,4.13.1,5,bagus..lancar
2025-11-12 12:18:25,Cahaya Situros,4.14.0,5,lebih nyaman dan GX ribet
2025-11-12 12:17:19,Ngadinem Sutrisno,4.14.0,5,membantu memudahkan walau kdg suka error
2025-11-12 12:15:51,Putu Antara,4.14.0,1,susah daftar ulang-ulang terus
2025-11-12 12:10:28,Haedar Ulfa,4.14.0,5,sangat bagus
2025-11-12 12:08:36,Aini Aini aja93,,5,semoga selalu lancar
2025-11-12 12:01:07,Mulyadi Aing,4.14.0,5,mantap
2025-11-12 11:56:43,Budhi Sutiansah,4.14.0,5,ok
2025-11-12 11:51:14,Arif Putraw87,4.14.0,5,sangat membantu
2025-11-12 11:23:37,Cevi Supriatna,4.14.0,5,semakin mudah dan cepat semoga terjaga dari app mau pun offline dengan fasilitas yg layak/baik
2025-11-12 11:22:53,Ragil Candra,,5,membantu
2025-11-12 11:19:27,margareth haran,,1,"Tetap tidak bisa login, dah re-install tetep gak bisa login"
2025-11-12 11:11:27,Rahmani,4.14.0,5,mantap
2025-11-12 11:07:55,Terry Wulf Wulf,4.13.1,5,makasih...
2025-11-12 11:06:42,Cahyo Prasetyo,,1,"antrean online gak guna, tetep aja di Rumah Sakit antrinya sesuai keadaan di Rumah Sakit terus buat apa ada antrean online gak guna banget lokasi Bondowoso Jawa Timur"
2025-11-12 11:06:16,Awan Nawan,4.14.0,5,sejauh ini sangat membantu terimakasih
2025-11-12 11:06:06,Dimas Agung,4.14.0,1,"ribet bgt kalo baru di update suruh login lagi, mana ribet harus buka ktp lihat noniknya, lupa sandi segala lah ribet!!!!"
2025-11-12 11:04:40,Esty Hidayanto,4.14.0,2,"Saya kasih bintang 2 krn saya kecewa, sudah dari lama ambil antrian di jkn mobile, pas di cek ternyata dibatalkan oleh aplikasi, mau ambil antrian lagi di aplikasi tapi gak bisa, waktu di RS sdh antri panjang hampir 1 jam ternyata tetap gak bisa. Jadi jadwal kontrol saya di mundurin lagi, sdh protes ke pandawa tapi gak ada solusi!! Setelah pembaruan kalo masuk aplikasi harus log in ulang."
2025-11-12 10:55:08,deddy Irawan,4.14.0,5,mudah dan cepat
2025-11-12 10:43:51,Gwen Yi Luiyanne,4.14.0,1,"aplikasi tiba² log out sendiri, tpi ketika log in pasword dinyatakan salah pdhal sudah benar, diulang² lgi akhirnya ganti pasword lagi, baru saja kejadian daftar online difaskes 1, jam berkunjung sudah berlalu tpi gak batal otomatis , gak bisa dibatalkan juga, akhirnya saya gak bisa dirujuk difaskes lanjutan krn harus membatalkan daftar online dri faskes 1😭😭😭, sangat buruk apk nya dan menghambat orang utk berobat ..saya antri dri subuh giliran saya priksa katanya sistem error, saya nunggu lgi"
2025-11-12 10:39:08,Tini Tini,4.14.0,4,masa saya masukin no hp buat ngambil antrean jadi salah padahal no hp saya belakangnya 460 bukan 831 jadi sms nggak ada terus
2025-11-12 10:28:09,DENDAM 88,4.14.0,1,"data/wifi aman,kok tau² keluar dari akun,pas dimasukin eror/aktifkan jaringan,kocak"
2025-11-12 10:27:48,Titi Suwarni,4.14.0,1,"Sorry ☆1. Ketentuan wajib ubah password berkalanya malah NYUSAHIN ORTU saya. Lalu sering TIBA2 logout otomatis dan sudah tidak bisa screenshot nomor antrian lagi. mending kalo appsnya gampang diakses sewaktu datang ke faskes, ini mah enggak..."
2025-11-12 10:27:22,Dodo Ardia,4.14.0,5,"mudah, praktis dan sangat membantu"
2025-11-12 10:25:36,Winda Yani,4.14.0,5,josss
2025-11-12 10:25:32,pincoek,4.14.0,2,"mau login tapi lupa pasword,minta verifikasi otp melalui sms,tapi smsnya tak kunjung datang"
2025-11-12 10:25:06,Ag Negara,,2,kenapa saya selalu tidak dapat kode OTP di sms... sudah brrulang kali
2025-11-12 10:22:20,xca libur,4.14.0,1,habis daftar mau masuk malah wajib autodebit. aplikasi gila
2025-11-12 10:21:55,Risky Anggraeni,,1,"buat log in susah banget si, kadang log out sendiri, bikin ribet"
2025-11-12 10:19:51,Ray Fadly,4.14.0,5,bagus...sangat membantu
2025-11-12 10:15:21,Devi Citra,4.14.0,5,good
2025-11-12 10:08:54,Muhammad Ibrohim shomad,4.8.1,5,mengakses ny cepet
2025-11-12 10:05:29,Juhairiyah Ameera,4.14.0,4,apk yang sangat bagus...
2025-11-12 09:59:53,Nur Yanto,4.14.0,5,jos
2025-11-12 09:54:53,Amil Fadloil,4.4.0,2,"woi tolong aplikasinya di benahi lagi, aku mau ganti sandi, OTP nya gak nyampek 2, Sampek beberapa hari aku nunggu."
2025-11-12 09:52:18,Suci Kurniawati,4.14.0,5,pelayanan cepat
2025-11-12 09:50:50,Imron Rusadi,4.14.0,1,"saya tidak dapat menerima kode OTP dari no saya,karena saya mau ganti kata sandi,tolong lh di perbaiki boss"
2025-11-12 09:47:51,Nadia Baim,4.14.0,1,udah mendingan putusin kontrak kerja aplikasinya ngapain bayar aplikasi mahal2... cuma ngabisin uang kas doang... keberadaan kalian hanya mempersulit Mereka yang mau berobat ketika lupa Bawa HP bahkan tidak memiliki HP dan kuota .. udh bener tinggal nyodorin kartu doang di pendaftaran ini disuruh daftar online... rusak negara ini model' model' y punya pekerja kaya kalian kalian.
2025-11-12 09:47:10,Novi nuratma Sari,4.14.0,5,"pakai aplikasi mobile JKN jadi mudah klo mau periksa, ga pakai kartu fisik, tinggal buka aplikasi nya aja, ga ribet"" nyari kartu fisik klo misal kartu nya lupa naruh"
2025-11-12 09:46:00,Andri Muhammad,4.14.0,5,"pelyanan sangat cepat , sangat memuaskan denagan pelayan yang ramah dan mudah di pahami. 🤌"
2025-11-12 09:37:40,Hakimah,4.14.0,5,"mantap,sangat membantu."
2025-11-12 09:32:16,Divasmara Larashati,,1,"Ribet banget pas mau verifikasi wajah, terus pas mau daftar online ya Allah bener bener lebih ribet lagi, error terus. Tolong aplikasinya diperbaiki"
2025-11-12 09:28:56,Deris Septian,4.14.0,5,bagus
2025-11-12 09:16:16,Hermawan Hardiansyah,,1,"Aplikasi ini makin parah. Baru 3 bulan lalu masih normal, tapi setelah update malah rusak total. Log in selalu gagal, NIK dan password dianggap salah, fitur “lupa password” pun percuma karena OTP tak terkirim, padahal email sudah diverifikasi. Sudah kirim form pengaduan lewat WA juga tidak ada hasil. Ironisnya, pas lagi butuh malah tidak bisa dipakai. Tolong pihak pengembang segera perbaiki — jangan biarkan aplikasi resmi seburuk ini."
2025-11-12 09:11:45,Agus Pakpahan,4.14.0,5,lebih bagus dari yg dulu👍👍👍👍👍
2025-11-12 09:08:27,INyong inyong Inyong,,5,lebih mudah
2025-11-12 09:04:44,Naomi Popi,,5,ok
2025-11-12 08:58:59,Riko Andriyansah,4.14.0,5,Lumayan bagus untuk kelas aplikaai pemerintah konoha 👍 tidak terlalu berat juga semoga pemeliharaan aplikasi ini berjalan dengan baik. mengingat data pribadi ada di sini juga..😅
2025-11-12 08:54:30,iqbal aqaba,,5,bagus aksesnya cepat dan canggih
2025-11-12 08:44:25,Yomi Shoko,4.14.0,1,"aplikasi tolol, useless!!!"
2025-11-12 08:38:36,Putri Naura,4.14.0,5,biar bintang yang berbicara
2025-11-12 08:37:59,sekar nirwana,4.14.0,1,"aplikasi sangat tidak optimal, data tidak sinkron dengan data asli... malah menyusahkan mau daftar kebanyakan ini itu, verivikasi BLA BLA BLA mana kebanyakan orang tua yang pake, mikir dong kan mereka gaptek. apa? mau nyuruh anaknyaa? ni pemerintah kalo bikin inovasi riset dulu ngapa si, coba aplikasi sendirinya dulu, baru diterapin di masyarakat, nyusahin aja."
2025-11-12 08:34:46,Badai Is back,4.14.0,5,sangat puas
2025-11-12 08:34:10,Oxxyrus,4.14.0,1,smpah. mo reset password verif sms gk masuk2
2025-11-12 08:28:43,Yayuk Farid,4.14.0,2,sangat muak aplikasi sering keluar2 sendri harus ngisi data lagi buat msuk ke aplikasi..muak banget karena enggak sekali 2 kali...kenapa si tiba2 keluar akun saat buka aplikasinya...????heran🤔🤔🤔🤔🤪
2025-11-12 08:24:14,Rudi,4.14.0,5,👍👍👍👍👍
2025-11-12 08:05:01,Aisyah 20,4.14.0,3,Mohon maaf jam kerja dokter rs tolong di perhatikan lagi... kemarin saya daftar lewat jkn jam dokter di jam 13.06 pas saya datang ternyata jam dokter di rs-nya jam 08.00 s.d 12.00. Terima kasih
2025-11-12 08:02:54,WG CHANNEL,4.14.0,1,"ribet sekang klu daptar buat pasen yang cepat , mau daptar antrean juga ribetnya minta ampun ,🤦🏻‍♂️🤦🏻‍♂️"
2025-11-12 07:55:33,Alif,4.14.0,1,susah sekali verifikasi nya aduh udh lewat SMS kode otp GK muncul muncul lewat verifikasi wajah lebih parah lagi gagal terus menerus udh 20-25x saya coba gagal terus saya DTG ke orang RS malah akun saya GK di verifikasi cuma di apain lah aneh Ama dia intinya ini apk sampah
2025-11-12 07:54:42,Sri Rahayu,4.14.0,1,"tidak bisa login , repott"
2025-11-12 07:53:09,Resty Anindya,4.14.0,1,"untuk pengisian riwayat bikin emosi bulak balik terus, mohon di perbaiki"
2025-11-12 07:40:21,irzamy fakhry,4.14.0,5,greatjob
2025-11-12 07:40:17,Seno Aji,,3,"kinerja aplikasinya naik turun. selalu bergantian error nya, dari error login, error ambil antrean, dan lain2. yg basic seperti itu saja sudah sering error.. padahal tenaga medis dan cs klinik & puskesmas sudah baik.. aplikasinya saja kadang yg bikin ruwet"
2025-11-12 07:39:49,angga saputra,4.14.0,5,hebat
2025-11-12 07:33:47,Jocelyn Agatha,4.14.0,2,"sebenarnya sangat membantu, tapi untuj daftar kontrol online sering error dan g keliatan nomor antriannya, saat diulang keluar notif ""nomor antrian hanya dapat diambil 1 kali pada tanggal yang sama"" tolong diperbaiki"
2025-11-12 07:32:06,Firdaus Ginting,4.14.0,5,mobile JKN sangat memuaskan.
2025-11-12 07:23:42,Heru Prasetyo,4.14.0,5,mantep
2025-11-12 07:18:46,Jonathan Luis,,5,sangat membantu
2025-11-12 07:15:46,Raden Asep,4.14.0,1,"saya daftar poli gigi dan mulut dari jam 1 pagi untuk besok tidak bisa sama sekali ,masalah operasional jam kerja katanya,tapi kenapa sudah ada antrean 03 , apakah karna gratis jadi saya tidak bisa daftar poli gigi dan mulut,kecewa saya"
2025-11-12 07:07:49,mokhammad dedik,4.14.0,1,"tidak bisa login, buat updatean aplikasi yang bener, jangan nyusahin orang"
2025-11-12 07:06:52,SAIFUL BACHRI,4.14.0,2,"SERING GAGAL MASUK JKN MOBILE. PADAHAL NIK, PASWORD DAN CAPTA YG PALING MUDAH SUDAH BETUL. Sedangkan kita segera daftar untuk cek up ke Dokter."
2025-11-12 07:05:42,Ichwan Hadi,4.14.0,5,"sanhat membantu, terimakasih"
2025-11-12 07:04:29,Devan Eka Saputra,4.14.0,1,log out sendiri..Masuk Ulang Tdk Bs Harus daftar baru...Daftar Baru NIK sudah Terdaftar...
2025-11-12 06:55:23,Alin Sofianty,4.14.0,5,membantu saya ketika saya sakit jd lebih mudah utk menemui dokter
2025-11-12 06:55:22,Dhea Tulumang,4.13.1,5,sangat membantu bagi rakyat
2025-11-12 06:54:24,Nina Andalas putri,4.14.0,5,saangat membantu
2025-11-12 06:43:21,Wong Jowo,,1,mempersulit rakyat.
2025-11-12 06:38:24,Ade Kusyaman,4.14.0,5,2 hari ini saya tidak bisa acces untuk antrean online
2025-11-12 06:22:29,Yusuf Ismail,4.5.1,1,"tolong dong dipermudah untuk update,masak harus ganti handphone dulu baru bisa update. seharusnya handphone tipe apapun bisa update,jangan menyusahkan orang."
2025-11-12 05:46:25,Refaldi Satria Mulyadi Gosal,4.14.0,1,wkwkwk tidak bisa di screenshot dong. ampas
2025-11-12 05:43:42,ROY ambarita,4.14.0,1,Aplikasi tidak dapat digunakan
2025-11-12 05:18:22,rey naldi,,1,selalu keluar
2025-11-12 05:09:35,Elfiah Eep,4.14.0,5,top
2025-11-12 04:21:05,Maliq Ibrahim,,5,apl yg menolong.. thanks..
2025-11-12 04:07:22,Nur Aisa,4.14.0,5,bagus
2025-11-12 04:01:32,ariani susilo,,5,lebih mudah mendaftar antrian kesehatan
2025-11-12 01:07:13,Olivyana,4.7.0,5,aplikasinya sangat membantu
2025-11-12 00:57:09,Josep Artanto,4.14.0,5,"teeimakasih mobile jkn, dengan aplikasi ini memudahkan masyarakat untuk mendapatkan kesehatan yang baik"
2025-11-11 23:07:42,Yaak Dodi,4.14.0,5,sangat bermanfaat
2025-11-11 23:01:06,Emilia Delviana Ija,4.14.0,5,aplikasi ini sangat sangat membantu
2025-11-11 22:57:27,andi pratina,4.14.0,2,sering error ga bisa daftar online
2025-11-11 22:39:48,Satria Bajahitam,,5,sangat membantu
2025-11-11 22:32:15,Fayola Razania,4.14.0,5,👍
2025-11-11 22:28:34,Dani Aprilian,4.14.0,3,mobile jkn sudah tidak bisa fitur screenshot knp dah
2025-11-11 22:04:26,Ato Ryanto,4.14.0,5,sangat membantu
2025-11-11 21:53:50,Azharia safara,,1,buruk
2025-11-11 21:52:05,Reklamein,,5,mantap
2025-11-11 21:51:45,Firman Tri Wahyudi,4.14.0,5,membantu dan mudah
2025-11-11 21:37:46,Fachrial Rahadian,4.14.0,3,mohon maaf ini jknny tidak bisa log in bisa di bantu
2025-11-11 21:33:43,Afrian 38,4.14.0,1,mau daftar susah
2025-11-11 21:20:20,Junaidi 1990,,5,mantap
2025-11-11 20:39:19,Abdullah Umar,4.14.0,5,"Sangat terbantu sekali, khususnya ketika check up dengan daftar online melalui mobile jkn, tak perlu menunggu lama giliran ketemu dokternya."
2025-11-11 20:30:08,Bilqis Harmono,4.14.0,5,JKN mobile memang benar²membantu sekali.
2025-11-11 20:18:49,wq channel,4.14.0,5,💪
2025-11-11 20:13:52,Elvina dan Eshal Lanika,4.14.0,5,🙏🏼👍🏻
2025-11-11 20:03:57,Cintyong Margaretong,4.14.0,5,sangat membantu. terimakasih
2025-11-11 19:56:07,Octovianus Sinlae,4.14.0,5,Terima kasih
2025-11-11 19:49:10,ana suriana,4.13.1,5,aplikasi nya sangat membantu memudahkan urusan
2025-11-11 19:47:04,Welly Noviandi,4.14.0,5,gud
2025-11-11 19:42:25,Herman,4.14.0,5,SANGAT BAGUS
2025-11-11 19:42:21,Saprudin Udin,4.14.0,5,Mantap
2025-11-11 19:09:15,Samsul Kamal,4.14.0,4,mantab
2025-11-11 19:03:04,Hendra Biben,,5,Sangat puas dan mambantu
2025-11-11 19:01:19,Muchamad Husni faisal rachman,4.14.0,5,"dngan adx apliksi mobile jkn, sngat mempermdah & membantu skli trimksih"
2025-11-11 18:50:14,alan Chaple,4.14.0,5,"Pelayanan nya bagus,Satpam nya Ramah dan membantu para peserta"
2025-11-11 18:43:03,Jonstone 2196,4.14.0,1,"mau masuk aja ribet amat, ngalah ngalahin bank."
2025-11-11 18:32:25,Darone Ode,,1,susah daftarnya. kendala terus blm dapat d proses. gimna sih. susah bangetau daftar jg
2025-11-11 18:29:34,Damar Seta,4.14.0,5,terima kasih atas respon positifnya
2025-11-11 18:18:56,Fuad Prasetya,,5,gk dapet kode otp saat lupa kata sandi
2025-11-11 18:18:25,Mö. 10,4.13.1,5,"Trimakasih mobile JKN yg telah memudahkan kami..🙏 Maaf mau nanya,kenapa ketika sudah lama ngga log in..mau log in lagi sangat susah untuk masuk.badahal NIK dan PASWORT yang di isi sudah benar.. apakah memang selalu seperti itu ?????"
2025-11-11 18:07:00,Ariel Fajariansyah,4.14.0,1,"Jelek Banget. Susah Verifikasi Mau Lewat No.Hp, Email, Wajah. Error semua verifikasinya nunggu sampe tengah malem, gaberes beres verifikasi sampe orangnya sembuh👍🏾"
2025-11-11 17:41:13,Rita,,4,masih lumayan sering gangguan
2025-11-11 17:37:47,Via Selviani Putri,4.12.0,1,kenapa sih satu perangkat tidak bisa masuk beberapa kali dengan beda nik gimana coba cuma punya hp 1 keluarga yg ga punya hp jadi ga bisa masuk karna dibatasi sebelum update bisa bisa aja update bukan makin bagus malah makin ribet
2025-11-11 17:33:12,Aep Sae Saepudin,4.14.0,5,Alhamdulillah bisa dan cepat di buka nya
2025-11-11 17:20:16,don diepho,4.14.0,5,akses mudah dan tidak belibet
2025-11-11 17:06:26,Zakia Nurmala,4.14.0,1,sering eror sering ga bisa log in seing update tapi makin eror aplikasinya jadi tidak bisa mengambil antrian secara online
2025-11-11 16:33:51,Agungms07,3.7.1,5,bagus
2025-11-11 16:31:21,Dzidan Arga,,1,"aplikasi tolol muka pasien harus segala verifikasi wajah, gimna kalau pasien nya sekarat harus verifikasi wajah dulu aneh aneh jaman sekarang berobat/konsul harus lewat aplikasi"
2025-11-11 16:25:14,Farhan Husen,,1,sangat kecewa semenjak di update aplikasinya ga bisa dibuka lagi tolong segera perbaiki lagi masih bagus yg pertama ketimbang Skrang setelah update malah makin jelek
2025-11-11 15:50:25,Manarul Hidayah,,5,aplikasinya mantap
2025-11-11 15:46:24,Saryoko Slamet,4.14.0,5,pelayanan memuaskan
2025-11-11 15:40:24,Awal dan akhir 3,,1,"coba masuk berulang kali nggak bisa2, kode otp nggak masuk2 di nomor yang jelas2 nomor terdaftar.nggak perlu capek2 untuk olaraga cukup coba login aja di Mobile JKN sudah menguras tenaga, otak, dan emosi"
2025-11-11 15:29:09,bruno Bisnis,,5,"bagus, mudah"
2025-11-11 15:27:26,ican manujung,,5,ok
2025-11-11 15:19:31,Nezi Cloreza,4.14.0,5,sangat bermanfaat
2025-11-11 15:08:27,wahyu adi,4.14.0,1,"apk tolol! lupa pasword malah gabisa di apa apain. masukin email udah paling benar, malah di kata email ga ke daftar. minta lewat SMS, proses error terus. APK TOLOL! NYUSAHIN!"
2025-11-11 15:02:20,Valen Febrian,,5,membantu
2025-11-11 14:42:50,Ade AR,4.14.0,5,makasih
2025-11-11 14:36:34,Aditya Nugraha E,4.14.0,1,"Aplikasi abal2 dikit2 logout sendiri,giliran mau login gak bisa2...nik atw pasword salah!!aplikasi banyak error nya..login mengunakan biometrik sdh diaktifkan,tiba2 sudah gak bisa lagi!!!!saya lupa pasword mau login lewat verifikasi nmr hp tapi error terus."
2025-11-11 14:33:23,ismail mail,,5,ok
2025-11-11 14:32:46,KRISPINUS AFRI,4.13.1,5,sangat bagus
2025-11-11 14:27:35,Yuyun Yusriah,,5,Alhamdulillah memulihkan ke email pribadi saya. ternyata bisa langsung dari aplikasi. terima kasih
2025-11-11 14:11:25,Callsa Beryl,,5,sangat membantu
2025-11-11 13:58:00,Taufik Kemas,4.14.0,5,mantap kali
2025-11-11 13:55:27,Didy Fikry,,1,aplikasi gak guna setiap update harus masuk kan data diri lagi gak guna
2025-11-11 13:32:21,Lutvia wulandari,4.14.0,5,Rumah sakit kalisat pelayanan bagus (Ruang Merpati)
2025-11-11 13:27:02,mutohar,4.14.0,5,sangat membantu ketika bikin BPJS kesehatan dan mudah cara pembuatannya
2025-11-11 13:22:51,Zakirin Zakirin,4.14.0,5,dapat di percaya
2025-11-11 13:18:39,Muhamad Usman,4.14.0,4,agak slow respon aja
2025-11-11 13:14:28,sagitarius pkp,4.14.0,5,puas
2025-11-11 13:13:03,ary dinata,4.14.0,1,Kode OTP . lambat. saaaaaangat Lambat !!!!!
2025-11-11 13:12:14,Abd Rahman,4.14.0,5,sangat membantu dan lebih simpel
2025-11-11 13:07:51,Hari Setyanto,4.14.0,1,Aplikasi dalam negeri yg kaya 💩💩💩
2025-11-11 12:51:58,Misna Syahrozy,4.14.0,5,Alhamdulillah.. mantap
2025-11-11 12:33:35,"Shopy Aslamiah, S.E",4.14.0,5,mantulity👍👍
2025-11-11 12:21:34,Riki Tongklo,4.14.0,1,"Aplikasi eror scan verifikasi aja nggak bisa,mau daftar baru buat orang tua susah ampun"
2025-11-11 12:17:33,Jackson Jackson,4.14.0,4,"untuk level apk pemerintah sudah bagus, sedikit kekurangan, otp verifikasi hanya tersedia sms, sering tidak ada. coba tambah metode whatsapp dan telepon."
2025-11-11 12:17:16,agus borhap,,5,sangat baik
2025-11-11 12:16:59,teguh styaningsih,4.14.0,2,"keluhan 1. tolong aplikasi di buat simpel, 1 kartu keluarga 1 aplikasi, jangan di pisah pisah akun nya, merepotkan, harus ngapalin ID + Pin kalo mau periksa. sudah pusing mikirin keluarga sakit tambah pusing mikirin ID + PIN 2. jangan selalu minta ganti PIN setiap login 3. Pilihan menu di perhatikan juga, menu yang sering digunakan tolong taruh di halaman utama, jangan kita yang edit + mindah sendiri"
2025-11-11 12:13:58,Inggried Soplantila,4.14.0,1,signal is goodbut thiss app isn' t work.
2025-11-11 12:05:01,Ferry Bin Muhamad Yusuf,4.14.0,5,aplikasinya bagus bisa perubahan data mandiri
2025-11-11 12:04:00,Dian Widyasari,4.14.0,5,sangat mebantu
2025-11-11 11:58:37,Muhammad Sabri,4.14.0,5,puas
2025-11-11 11:51:19,Susanti Meliyana (santi),4.14.0,5,membantu memudahkan pemindahan faskes
2025-11-11 11:44:38,Sarjan L Manihuruk,4.14.0,5,layanan kesehatan semakin bagus. tmks pemerintah
2025-11-11 11:42:22,Dimas Bekti,4.14.0,5,Sangat membantu
2025-11-11 11:42:21,Anton Prasetiyo,,5,sangat memuaskan
2025-11-11 11:41:18,Tovan Manawi,4.14.0,1,terlalu sulit mendaftar bagi yang tidak memiliki pekerjaan tetap
2025-11-11 11:35:08,ogan op,4.14.0,1,Berhubung no hp yang terdaftar tidak bisa menerima sms hanya bisa WA minta kode verifikasi OTP via Email susahnya gak ketulungan
2025-11-11 11:19:18,Maria Ulfa,4.14.0,5,sangat membantu....
2025-11-11 11:11:18,Andri Aryanti,,5,cukup bagus respon baik kadang delay tapi masih masuk toleransi mungkin sinyal atw yg lain terimakasih sangat membatu
2025-11-11 11:07:52,Mulyana Layeut,4.14.0,1,"gak bisa masuk, dipersulit mau berobat juga"
2025-11-11 11:00:11,Rini Puspita,4.14.0,5,sangat membantu bagi Rakyat
2025-11-11 10:39:15,Sitijujum Jamilah0910,,5,mantap
2025-11-11 10:34:10,syaifuddin Udin,4.14.0,5,memuaskan
2025-11-11 10:31:25,Ray Mond,,5,"Sangat baik pelayanan nya, mudah2 an bisa perubahan data alamat secara online"
2025-11-11 10:22:17,Yayat Dimyanti,4.14.0,5,"setelah ada aplikasinya jadi,,mudah untuk mencoba memepervikasi"
2025-11-11 10:21:24,Desi amalia Putri,,1,ini kenapa lupa pass tapi kirim kode verif ke sms ga masuk2 smsnyaa duhhh
2025-11-11 10:19:57,amirul wakhid,4.14.0,5,ok
2025-11-11 10:09:06,kuc,4.14.0,5,oke
2025-11-11 10:03:43,fauzi assahi,4.14.0,5,terbaik
