at,userName,appVersion,score,content,services,app_performance,registration_verification
2025-11-08 11:29:40,ulin nikmah,4.14.0,5,mantap,,,
2025-11-08 11:28:31,Arif Mumun,,1,"mau login saja ribet minta ampun, nik & password 100% benar. mau nyoba ganti pswd, malah tulisan bahwa nik malah tidak terdaftar. dibikin coba daftar dari awal, email telah di gunakan, gimna mau loginnya ini.??????? kenapa tidak login melalui email saja,",,,
2025-11-08 11:12:14,Suyitno,4.14.0,5,mobile JKN is the best,,,
2025-11-08 11:10:12,Warsito Ncepz,4.14.0,5,bagus,,,
2025-11-08 11:00:17,Yan Metro Rahot Tua Pardosi,4.14.0,1,aplikasi sampah nyusahin masyarakat aja. masa loading mulu padahal wifi kenceng paket data juga ada.,,,
2025-11-08 10:52:45,dion saputra,4.14.0,5,sukses,,,
2025-11-08 10:52:30,Rafi Gaming,4.14.0,5,ok.sangat membantu sekali dalam masalah kesehatan,,,
2025-11-08 10:52:13,titing widowati,,5,lebih bagus lagi,,,
2025-11-08 10:46:10,Adi Octaviadi,4.9.0,1,aplikasi sudah tidak bisa di gunakan ganti jak sehat ya,,,
2025-11-08 10:35:58,Asep Sumantri,4.14.0,5,sangat membantu sekali,,,
2025-11-08 10:35:09,Yunita Awaliaw,4.14.0,1,ini gimana verifikasi wajahnya?aplikasi untuk mempermudah malah nyusahin. kalo keburu mati gimana?,,,-1
2025-11-08 10:34:04,Sayong,4.14.0,5,aplikasi ini sangat membantu dan mempermudah.,,,
2025-11-08 10:31:01,syabani Disya,4.14.0,1,Kenapa tidak bisa penambahan peserta....data no KK sudah sesuai tapi dianggap tidak ada ( data kosong ) begitu saya daftar kan akun baru... akhirnya tidak bisa login dikarena 1 no hp sudah lebih dari 3 akun...🤬🤬🤬🤬 penambahan pesert sulit.. setelah daftar peserta baru dalam 1 No hp...jadi gagal login... ribet banget ini system...,,,
2025-11-08 10:30:42,Hasril Azri,,1,ini gimana nih tanggal 10 gw harus kontrol ke RS tapi dari 2 minggu yg lalu tiap hari nyoba tetap ga bisa daftar di tanggal 10 tersebut..Malah katanya tidak ada jadwal dokter..Ini aplikasi gimana sih..Nanti sampai ke RS daftar lagi lama,,,
2025-11-08 10:30:27,Agus Susanto,4.14.0,1,"app nya kacau,suka batalin jadwal",,,
2025-11-08 10:23:25,Anggite Pri ilahi,4.14.0,5,bagus,,,
2025-11-08 10:23:23,Yeti Suryati,4.14.0,5,batre tidak menyala,,,
2025-11-08 10:21:37,Anda Juanda,4.14.0,5,ok,,,
2025-11-08 10:10:52,Devit yuni Irawati,,1,"jika provider Smartfren, verifikasi kode OTP untuk lupa kata sandi tidak bisa ya",,,-1
2025-11-08 10:07:32,Saroh Aulia,,1,"Ga bisa ambil antrian, katanya ""tidak terhubung server RS"" itu gimana ceritanya woy, ibu saya mau kontrol malah ga jadi-jadi terus",,,
2025-11-08 10:06:30,Kijing Gundul,4.14.0,5,saya blm mengerti cara daftar mobile JKN,,,
2025-11-08 10:02:38,Triana Tya,4.14.0,5,program BPJS sangat membantu bagi keluarga yg kurang mampu,,,
2025-11-08 9:54:31,Iis Rohani,4.14.0,1,mau daftar Akun padahal bapak gua sakit harus verifikasi wajah gagal terus kasian jangan dipersulitlah,,,-1
2025-11-08 9:50:32,Bahrudin Eza,4.14.0,5,sangat membantu sekali,,,
2025-11-08 9:36:57,MAZ ION,4.14.0,4,"bagus, gak ribet",,,
2025-11-08 9:13:20,Waluyo Triyono,4.14.0,5,lebih mudah dan praktis,,,
2025-11-08 9:09:19,maryono dema,4.14.0,5,"bagus semakin mudah melakukan perubahan faskes melalui aplikasi. untuk pelayanan tolong gunakan motto ""pasien adalah prioritas"" terimakasih",,,
2025-11-08 9:07:08,Enjo Trimanunggal,,5,"bagus mudah sa,at digunaka betul""sangat membantu kami sa,at berobat",,1,
2025-11-08 9:06:45,moon light,4.14.0,1,"tolong perbaiki tidak bisa screenshot saat membuka aplikasi mobile jkn, sangat penting apalagi untuk screenshot nomor antrian.",,,
2025-11-08 8:59:01,Brony Tirtono Heppy,4.12.0,5,ok,,,
2025-11-08 8:56:50,Annisa Rahayu,4.14.0,5,sangat mudah digunakan,,,
2025-11-08 8:54:38,TIO ISMA,4.14.0,4,server sering eror dan sekarang tidak bisa di screenshot selelah pendaftaran,,,
2025-11-08 8:41:00,Adi Setiawan,4.14.0,1,"fitur lupa kata sandi kapan di perbaiki boss aplikasi pemerintah udah habis dana banyak masak ada masalah diem aj mau masuk akun gak bisa gara"" log out otomatis . fertifikasi lewat email katanya email blm terdartar padahal dulu daftar pertama malah pkai email . kalo pakai fertifikasi pakai nomer telgon sedang gangguan udah beberapa hari ini emang gak kerja ya ?",,,
2025-11-08 8:25:52,ikmal pedri,4.14.0,1,apk taik mau daftar tapi harus scrining kesehatan dulu pas mau skrining malah web nya error sia sia,,,
2025-11-08 8:25:50,Joni ENDRIK,4.14.0,1,"di saat kontrol ke 2 ke RS yg sama dan sudah melakukan daftar online tetapi masih di suruh daftar manual ke meja pelayanan, jadi tujuan daftar online itu apa ya?",-1,,
2025-11-08 8:25:49,heri setiawan,4.14.0,1,setelah di update bukannya tambah bagus malah kacau.,,,
2025-11-08 8:20:07,Mokhamad Kholief,,2,tambah ruwet,,,
2025-11-08 8:15:21,Sri Inda Octawati,4.14.0,1,"Sering keluar sendiri dan harus login kembali, jika sedang urgent harus login terlebih dahulu dan itu menghambat waktu, terkadang kami lupa password jika harus login dulu",,-1,
2025-11-08 8:09:46,Diana Sam,4.14.0,1,"lemot bgt nih aplikasi, mau pakai wifi apa apa apake paket data sama aja. server sedang sibuk..... bergaya pengen buat aplikasi tapi error mulu.",,-1,
2025-11-08 8:03:52,Mohamad Syukur,4.14.0,3,"Aplikasi yang ribet,walau kode Verikasi dari Email sudah di kirim/verifikasi jawabannya selalu kode Verifikasi tidak sesuai,yang sesuai itu yg gimana,,,?",,,-1
2025-11-08 8:00:06,prank satria,,2,Aplikasi eror terus. Mau daftar antrean aja lama banget kadang eror offline,,-1,
2025-11-08 7:26:41,Yohan Wahyudi,4.14.0,5,mantabbb,,,
2025-11-08 7:14:34,Apritamma Laputra,4.14.0,1,"kode verifikasinya gak masuk² ke SMS saya. ni yang bikin aplikasi gak jelas bet. nunggu lama buat kirim ulang doang. minimal mikir, udah aplikasi cuman buat daftar email aja gak tau dmn, masuk ulang malah kode verifikasinya lama. ni gua butuh cepat bisa kg dibaiki langsung",,,-1
2025-11-08 6:53:58,Ismail Mail,,5,sangat membantu sekali dan mempermudah,,,
2025-11-08 6:52:02,Devi Helvi,4.14.0,1,nyesek banget saldo lngsung dipotong gede banget knp ga tiap bulan sih dipotong nya ini lngsung 3.5 juta tau uang nya buat bayar sekolah 👺brengsek,,,
2025-11-08 6:47:55,ronny nooryansyah,,5,pembaruan informasi sekarang terlalu panjang proses nya,,,
2025-11-08 6:46:08,Nabila Putri,4.14.0,5,"alhamdulillah sngat bermanfaat ,buat sya untuk mngubah faskes sya",,,
2025-11-08 6:44:16,Prasetya HP,4.14.0,5,Keren habis 👍,,,
2025-11-08 6:40:57,Tanti Rumbuk,4.14.0,4,bagus,,,
2025-11-08 6:36:35,nur khamid,4.14.0,5,baik,,,
2025-11-08 6:31:20,E Ka,,5,oke,,,
2025-11-08 6:20:18,Sri Yuliani,,3,"jelekkk bngtt JKN gak bisa daftar autodebit,.. udh effort bikin rek BCA ehh gak bsa input no rek samasekali,,. pke rek BRI udh bisa input nomor rekening ehhh gak bisa OTP ,,udh berkali2 coba sms nya gak ada terus... mohon di perbaiki... mager bngt kalau harus ke kantor ,,apa fungsi ada JKN klo ttp hrs ke kantor mh",,-1,-1
2025-11-08 6:05:42,Mujib Harianto,4.14.0,5,OK,,,
2025-11-08 5:59:06,Febriansya Bili,4.14.0,5,sangat membantu masyarakat,,,
2025-11-08 5:41:35,Eko Romadoni,,5,ping ln punya mobiloga2'hajatbku tercapai amin ya 4,,,
2025-11-08 5:36:29,soegab art,4.14.0,4,"update yang terakhir ini, untuk fitur info riwayat pelayanan tidak bisa digunakan, mohon diperbaiki.",,,
2025-11-08 5:03:57,shinta widyaswari,,5,memudahkan mendapat antrian,,,
2025-11-08 4:43:24,Supri Yadi,4.14.0,1,bulan kemarin masih bisa daftar online ko sekarang mau daftar online engga bisa,,,
2025-11-08 3:52:55,Wiwik Pujiastuti,4.14.0,5,semoga semakin lebih baik lagi agar terhubung dengan baik tidak bikin ribet banget ujung ujungnya nyuruh ke kantor pusat dan bayar orang.,,,
2025-11-08 2:25:40,Dede Sasmita,,5,sangat baik sangat membantu,,,
2025-11-08 1:29:05,Hasniar Puji,4.14.0,4,mudah di gunakan,,1,
2025-11-08 0:38:50,kimpot cau,4.14.0,1,APK TERTOLOL sepanjang tahun...gk ada bner²nya...pengelola kerjanya MOLOR apa gimana..Dibuat untuk Memudahkan lah ini malah menyusahkan...,,-1,
2025-11-08 0:33:00,irwanto kocu,4.14.0,5,bagus pelayanan nya,1,,
2025-11-07 23:02:58,Cyan,4.14.0,1,"aplikasinya lambat banget, saya sudah nunggu 3 bulan buat cek gigi malah aplikasinya seperti tidak tersambung ke internet, bodoh banget sih, kalau enggak bisa bikin aplikasi mending dikasih ke swasta!!!",,-1,
2025-11-07 22:30:38,Yuni Kartika,,1,"kaga bisa masuk akun sendiri karna capchanya ga keluar"" hanya muter"" trs, padahal udh di hapus lalu instal lg berkali-kali ttp aja ga bisa",,-1,-1
2025-11-07 21:47:34,Thalib Aishah,4.14.0,1,aplikasinya bukan mempermudah tapi malah mempersulit.,,-1,
2025-11-07 21:30:13,Edy Darma,4.14.0,2,Kenapa sekarang tidak bisa merubah data peserta di aplikasi JKN?,,,
2025-11-07 21:13:06,Sidik,4.14.0,4,Kirang cepet respon gerak menu nya,,,
2025-11-07 20:58:37,Aditia Rahman,4.14.0,5,ok,,,
2025-11-07 20:56:42,Hafidz Rifki,,5,bagus,,,
2025-11-07 20:47:02,Andre Hermawan,4.14.0,1,"logout sendiri terus, login lgi ga bisa harus lupa sandi dulu.",,-1,
2025-11-07 20:41:50,Wiji Riyanta,4.14.0,1,kenapa setelah 0erbaikan sistem seting log out sendiri. coba lòg in lagi susah. no hp ma email udh sesuai tp OTP tidak terkirim. pdhl hrs dftr RS,,,-1
2025-11-07 20:35:04,duren koneng,,4,untuk antrean onlinya saya ko ngga ada gambarnya eror mulu,,,
2025-11-07 20:30:49,Ria Rismaya,4.14.0,5,memuaskan,,,
2025-11-07 20:22:09,Nurul Indah,4.14.0,1,kenapa antre rujukan kok gak bisa2 ? bahkan sempat error ?,,,
2025-11-07 20:08:08,Fajriyanti,4.14.0,5,baguss,,,
2025-11-07 20:05:42,sattia mulya kusuma,4.14.0,1,"apk setan,tambah lama tambah sulit untuk berobat,untuk login selalu gagal, kalau memang tidak bisa membantu masyarakat setidaknya jangan mempersulit masyarakat untuk mendapatkan hak berobat.",,-1,-1
2025-11-07 19:41:57,Yoan,4.14.0,5,Sangat Membantu 👍,,,
2025-11-07 19:31:04,Helvecia Londonaung,4.14.0,5,baikk,,,
2025-11-07 19:23:42,Dandy Virely,4.14.0,1,"kok tiba tiba logut sendiri, pas mau masuk lagi susah dibagian verifikasi nomor hp yang lama",,-1,-1
2025-11-07 19:20:27,Muhamad isa Amshori,,5,mantabbb,,,
2025-11-07 19:15:02,Vanka Baldey,4.14.0,1,fungsi mobile JKN apa yaa ? saya mau mengaktifkan KIS ga bisa . daftar nya juga susah,,,
2025-11-07 19:12:35,Retno Kurniasih,4.13.1,5,ok..mudah..membantu,,,
2025-11-07 19:09:20,Zaenudin,,5,bagus memudahkan dan membantu,,,
2025-11-07 18:59:33,Retno Astuti,4.14.0,5,"Tlg suara masnya agak keras (pdhl speaker hp udh full pol). Mana pas adzan berkumandang (speaker masjid full bombatis) jd suara masnya kalah (bukannya aku budeg) 😂 Ini kalau yg menelepon lansia, nggak bs dengar samsek",,,
2025-11-07 18:55:26,Nasoi Ruswandi,4.14.0,5,Lengkap...,,,
2025-11-07 18:38:40,Amelia Mawadda,4.14.0,2,"sekarang gak bisa screenshoot sedangkan no pendaftaran tiba"" hilang",,,
2025-11-07 18:18:35,Ahmad Sohib,4.14.0,5,sangat membantu sekali,,,
2025-11-07 18:16:36,Yusninatilawati Nina,4.14.0,5,sangat membantu saat apalagi penjelasan dari cs nya bener2 menenangkan terimkasih,,,
2025-11-07 18:15:47,nayzilla zahra,4.14.0,4,"min saya lupa sandi akunya , saya minta konfirmasi dengan kode otp untuk dikirimkam di sms tapi kok ga bisa dan ga terkirim di sms ya, mohon segera diberi jawaban",,,-1
2025-11-07 18:05:32,Khairul Anas,,5,The best👍,,,
2025-11-07 18:02:25,Erwin Darwis,,5,i like it,,,
2025-11-07 17:53:34,pratiwi ida ningrum,4.14.0,3,"Gimana ya ini aplikasi,nomor KTP sudah benar, disalahkan melulu. Padahal bulan lalu tidak ada masalah untuk login. Ini sudah tidak bisa login lagi. Tolong perbaiki, bukan nya mempermudah & membantu. Malah mempersulit????!",,,
2025-11-07 17:38:35,Muhamad Eddy Dharmono,4.14.0,1,makin kesini aplikasi g jelas ...mending di bubarin,,,
2025-11-07 17:06:21,Miftakhul Muna,4.14.0,1,aplikasi busuk . gajelas tidak membantu malah bikin bingung .,,-1,
2025-11-07 17:05:51,Fauzul Hanif,,1,"Saya jengkel. Gagal pindah faskes gara2 klik 'pindah satu keluarga'. Terjadi 2x. Saya pikir sudah terpindah bpjs nya, ternyata gak berubah. Ketika saya pindahkan satu persatu baru bisa.",,,
2025-11-07 16:55:23,Intan Rizkia,4.14.0,1,"kecewa bgt ,ngerasa sia2 bayar pake aplikasi ini tbtb gak bisa login , lupa kata sandi jawabannya selalu sama "" permintaan belum bisa d proses dari malem sampe sore TLP cs gak ada solusi tetep sama "" GK kebayang klo ada yg kritis apk nya gak bisa d gunain , alhasil berobat bayar mandiri 😌",,,-1
2025-11-07 16:41:40,Bang Andra,,5,ok,,,
2025-11-07 16:39:06,Renii Marlina,4.14.0,1,"bikin emosi.selalu logout otomatis. mau log in susah banget padahal pw bener karna emang selalu di catat di note. d coba dg lupa pw buat dapet kode verifikasinya susah, mana aplikasi mau dipakai check in lg di buru2.",,-1,-1
2025-11-07 16:35:14,M Irfan,4.14.0,5,verifikasi otp SMS tolong di perbaiki,,,-1
2025-11-07 16:24:39,ell'n vya,4.14.0,1,"bikin repot aja... harusnya cuma daftar mah ga perlu online.. daftar online tuh opsi ke dua yg pertama tuh ya offline..keburu knp"" nih pasien.. manahan harus login mulu..no tdk tetdaftar...",,,
2025-11-07 16:23:39,"Takwanudin, S.Pd.T",4.14.0,5,mantap,,,
2025-11-07 16:23:02,Rinaldo Hitipeuw,4.14.0,1,penjajah sudah tidak bekerja masih saja di jalankan menjadi tunggakan yang sampai puluhan juta,,,
2025-11-07 16:13:54,Anis Fakhrudin,4.14.0,5,mantap,,,
2025-11-07 16:04:24,Muhammad Husni Baihaqi,4.14.0,3,"Membantu, tapi sering banget error mendaftar batal sendiri, dan sekarang gak bisa screenshot buat kasih tahu errornya.",,,
2025-11-07 16:02:05,Hasan udin,4.14.0,5,👍,,,
2025-11-07 15:51:54,Hilyatul Syahir,4.14.0,4,hanya kasih saran biar lebih gampang kalau mau ngambil antrian bisa lewat info peserta karena di info peserta semua ada jadi tinggal pencet langsung masuk kalau bisa sih gitu karena kn kalau lewat antrian yang di kk gk tercantum jadi harus keluar masuk aplikasi kalau ingin ambil antrian,,,
2025-11-07 15:40:21,R Ajeng Dwi Sekar Puri,4.14.0,2,"Wahai team developer, sekelas mau masuk aja, gak bisa klik 'masuk', giliran pencet lupa password bisa, lah kumaha aplikasi teh, dibayar tiap bulan sama kita² juga.",,,
2025-11-07 15:37:21,Suwarto,4.14.0,5,sangat bermanfaat,,,
2025-11-07 15:27:53,Marikanmoll Lala,4.14.0,5,sangat bagus membantu,,,
2025-11-07 15:27:20,Aim Sobri,,5,membantu,,,
2025-11-07 15:22:36,Raffasya Pintara,4.14.0,5,"ini aplikasi paling memudahkan, daftar online rumah sakit manapun d permudah, ganti faskes juga gak ribet. gak jauh2 barusan aja aku niat ganti alamat di kartu digital langsung di sambungin k call center nya, langsung di bantu . sehat sukses selaluuu♥️🙏🙏🙏",,,
2025-11-07 15:03:16,sugiyarto sugiyarto,4.14.0,1,aplikasi sangat buruk,,,
2025-11-07 14:43:53,Deni Asmara,4.14.0,5,lumayan cukup membantu walau harus liat tutorial dulu di you tube pas perubahan data 😁,,,
2025-11-07 14:26:20,Chacha Chacha,4.14.0,1,aplikasi ga gunaaaa. mau daftar gagal Mulu. giliran udah daftar ditempat puskesmas mau buka aplikasinya buat verifikasi malah long out keluar aqun . masuk kembali gagal Mulu. hari ini mau daftar lagi gagal muluuu disuruh soba lagi nanti . dicoba lagi gagal lagi,,-1,-1
2025-11-07 14:04:24,Novely Nikers,4.7.0,1,"kenapa saya tidak bisa update yg terbaru ?? kenapa tidak kompatibel, kalo gini jadi nyusahin orang",,,
2025-11-07 13:55:09,Kang Hady,4.14.0,5,hebat,,,
2025-11-07 13:49:19,Jack Jasan,4.14.0,5,mudah di gunakan bagus menurut saya.......👍👍,,,
2025-11-07 13:38:28,Badrul Munir,,5,sangat membantuh,,,
2025-11-07 13:37:28,Edwin,,1,"oi min, ngapain riwayat pembayaran dibuat gabisa di screenshot??? terus kalo ada yg perlu bukti riwayat pembayaran gimana? kocak amat lu",,,
2025-11-07 13:33:00,Rid Wan (Pane),4.14.0,1,daftar susah,,,
2025-11-07 13:32:03,Desiana Wahyuningsih,4.14.0,1,daftar antrian gagal terus,,,
2025-11-07 13:31:36,Hendra Hendra,,5,baik,,,
2025-11-07 13:15:05,choirun nissa,4.14.0,5,respon cepat,1,,
2025-11-07 12:57:57,Ika Kurnia sari,4.14.0,5,sejauh ini sangat membantu,,,
2025-11-07 12:50:22,yoga miksan,4.14.0,5,"mantap,cepat, lengkap",,1,
2025-11-07 12:20:20,Ahmad Ahmad kamsir,4.14.0,5,bagus,,,
2025-11-07 12:14:21,Mario Valentino,4.14.0,5,mantap,,,
2025-11-07 12:04:49,Umi Kulsum,4.14.0,5,"anakku masih sekolah usia 21 tapi sudah tidak aktiv knp ya , pdhl masih sekolah formal ? katanya sampai usia 25 kalau masih sekolah? gmn ini kak mohon panduannya",,,
2025-11-07 11:48:02,Moh Yusup,4.14.0,5,bagus,,,
2025-11-07 11:45:34,rokhayati aye,4.14.0,4,pelayanan baik,1,,
2025-11-07 11:36:04,Ema Ema,4.14.0,5,sangat membantu sekali dengan aplikasi ini,,,
2025-11-07 11:33:35,Apud Machpudin,,5,memuaskan,,,
2025-11-07 11:32:39,Ryan Saputra,4.14.0,2,tidak bisa menambahkan peserta ..setiap diklik langsung gx bisa isi nik kk...tolong perbaiki lagi,,,
2025-11-07 11:27:58,Arab Indrayana,4.14.0,5,luar biasa sangat membantu,,,
2025-11-07 11:24:02,susi sukamto,4.14.0,1,mau log in kayak mau nyari jarum dalam tumpukan jerami susahnya polllllllll,,,-1
2025-11-07 11:22:09,su ratno,4.14.0,2,Maaf kak admind knpa setelah di apgred saya gk bisa masuk ke aplikasi setelah pembaharuan mohon di bantu mind. karna saya logind dngn akun sendiri mosok abis apgred malah di persulid gimana sih mind🙏🙏😔😔😔knpa kok gk bisa login lagi mind🙏setelah pembahruan🙏🙏🙏🙏suruh masukin nikk.pasword hadehh...🤦🤦🤦🤦,,-1,
2025-11-07 11:12:45,Badrul Zahman,4.14.0,1,dengan Adanya amplikasi bukan mudah pengurusan mlah ribet..... isi data gx habissss,,,
2025-11-07 11:07:19,Seprian Wiranatacls,4.14.0,5,ok,,,
2025-11-07 11:05:30,Susanto Minggus,4.14.0,3,"tiap kali masuk ke aplikasi harus login dulu, padahal sudah terdaftar itupun lelet entah NIK yg salah atau pasword yg salah padahal NIK nya gak pernah berubah, tolong admin perbaiki lagi, kalau lupa pasword sudah di masukin kode otp eh malah NIK yg salah kan gak masuk akal",,,
2025-11-07 11:05:30,M Adzkhan,4.14.0,5,sangat memudahkan dan membantu,,,
2025-11-07 10:59:16,Karta Wijaya,,5,Mantap. Aplikasinya sangat oke banget,,,
2025-11-07 10:59:12,RINI WIJAYANTI,4.14.0,3,belum bisa dibuka sampai hari ini,,,
2025-11-07 10:53:26,Desy Ismawati,4.14.0,5,semoga selalu bermanfaat untuk masyarakat. Indonesia semakin maju semakin sehat negri ku,,,
2025-11-07 10:43:22,Slamet Riyadi,4.14.0,5,ok pelayanannya,1,,
2025-11-07 10:37:14,Ade Ramdani,4.13.1,5,aplikasi tidak kompatibel dengan perangat saya,,,
2025-11-07 10:36:20,Nenny winarni,4.14.0,5,sangat membantu,,,
2025-11-07 10:36:08,Yuli Yanti,4.14.0,5,"DEAR BPJS, TOLONGLAH UNTUK PENGACAKAN FASKES I UNTUK PENGGUNA KIS DITINJAU ULANG, KARNA SANGAT MENYULITKAN UNTUK RAKYAT JELATA SEPERTI SAYA, APALAGI JADWAL KONTROL SAYA PER TIGA BULAN, ITU SANGAT MEREPOTKAN JIKA DAPAT FASKES YANG JARAKNYA SANGAT2 JAUH DARI RUMAH DITAMBAH TAK SEMUA ORANG BISA DAN MEMILIKI KENDARAAN PRIBADI, TOLONGLAH DIPERTIMBANGKAN UTK SEMUA RAKYAT JELATA INI 😢😭!!!",,,
2025-11-07 10:34:15,GIBRALTAR ROHAN,4.14.0,5,instrumen kesehatan dari negara yg flexible dan menyenangkan,,,
2025-11-07 10:30:44,Tiyan Crbn,4.14.0,4,kberadaan Bpjs sangatlah membantu utamanya bgi kmi yg brpenghasilan menengah ke bwah...tpi syangnya skrang mau daftar kontrol aja skrang ksulitan....tlonglah permudah sgala sesuatunya bgi pasien utamanya dlm daftar kontrol sebab kmi semua tanpa daftar dlu kmi tdk akan mndpt playanan....trimakasih bpjs smga ini sbgai ldang pahala kbaikan bgi smua ptugas .....,,,
2025-11-07 10:17:05,Jajang Kusnandar,4.14.0,5,sangat membantu dengan kemudahannya,,,
2025-11-07 10:14:41,Hilaria Lisa,4.14.0,5,Aplikasi Sangat memudahkan,,1,
2025-11-07 9:45:37,Dhimas Putra Wijayanto,4.14.0,5,sangat membantu saya,,,
2025-11-07 9:38:39,Vida Farida,,1,"stiap mau masuk aplikasi ,harus ngulang2 Mulu ..masuk akun pasword cape .. mau brobat ajah susah nya minta ampun .. padahal bayar tiap bulanya ...kadang username tidak di temukan belum ada aktivitas .. ya Allah",,,
2025-11-07 9:30:11,apw semar,4.2.3,5,woke deh.. tingkatkan pelayanan..,1,,
2025-11-07 9:18:16,Irsank_ Hao,4.14.0,5,sangat membantu pindab faskes tanpa ribet,,,
2025-11-07 9:03:39,Jumardi Jumri,4.14.0,5,menyenangkan dalam melakukan pengecekan di jkn,,,
2025-11-07 8:51:22,M. MAHMUD,4.14.0,5,Sangat memuaskan pelayanannya!,1,,
2025-11-07 8:48:39,Cecep Dedi,4.14.0,5,sangat bagus,,,
2025-11-07 8:46:58,Jaynudin Jay,4.14.0,5,mantap,,,
2025-11-07 8:44:01,Ely Sukardi,4.14.0,5,info kesehatan lebih mudah,,,
2025-11-07 8:38:12,D'Pras Channel,,1,daftar antrian tapi dokter nya datang nya siang... buat apa aplikasi dibuat klo pelaksana nya kesiangan mulu,-1,,
2025-11-07 8:25:33,Irwan Lahendra (Laher),4.14.0,4,"log out mulu knapa kali perbaiki lah tolongg App #ternyata belum d update ""setelah d update baru bisa d gunain APP JKN makasih sudah nanggepin komentar saya🙂",,,
2025-11-07 8:24:37,Nur Tasyriq,4.8.0,5,Pelayanan Lebih mudah dan cepat,1,,
2025-11-07 8:18:01,Fransiskus Arito,4.12.0,5,nantaplah,,,
2025-11-07 8:08:23,SITI MARYAM,4.14.0,5,sangat baik dan memuaskan,,,
2025-11-07 8:03:50,Her Kandi,,5,sangat membantu,,,
2025-11-07 8:02:27,M. Rafiq,4.14.0,5,Mantap aplikasi nya👍👍👍💪,,1,
2025-11-07 7:57:41,Muhammad Fachri,4.14.0,1,prosese Sangat lama pada saat verifikasi nomor HANDPHONE,,,-1
2025-11-07 7:45:42,Ghaffar L.F (Vorth),4.14.0,1,"ga bisa trus pas mau verifikasi pake wajah, padahal ga pake aksesoris apapun (kacamata, dsb) udah di tempat terang juga, tapi masih aja gagal",,,-1
2025-11-07 7:39:03,Daiki Arioka,4.14.0,5,sangat membantu,,,
2025-11-07 7:34:37,faza fauzan,,5,good,,,
2025-11-07 7:30:21,Iin Purwanti,,5,ok banget pokoknya,,,
2025-11-07 7:28:32,Khofifah Ayudia,4.14.0,1,"sebenarnya kalian ini bikin aplikasi ini untuk apa sih? GK bikin mudah mala bikin susah aplikasi busuk di pakek aja lupa sandi sudah di cobak berkali"" eror muluu ini maunya apa? jangan suka nyusahin orang dong kita ini bayar BPJS GK gratis.... klw emang aplikasi ini GK layak GK usah pakek aplikasi bikin ribet aja udah sakit eh mala di persulit.",,-1,
2025-11-07 7:27:33,Mr. Botski,,5,amazing,,,
2025-11-07 7:14:59,Muh. Yunus,4.14.0,5,mantap,,,
2025-11-07 7:00:51,Hera 0222,,5,sangat terbantu dengan adanya mobile JKN,,,
2025-11-07 6:54:45,Adhit,4.12.0,5,ok,,,
2025-11-07 6:48:45,Poppy azhari Putri,4.14.0,5,tidak dipersulit mudah dn cepat loo,,1,
2025-11-07 6:43:29,andi yusuf,4.14.0,5,sangat membantu,,,
2025-11-07 6:40:20,Jaka Subagja,,5,toop,,,
2025-11-07 6:29:46,IMAN CINGOK,4.14.0,5,terima kasih,,,
2025-11-07 6:28:38,MEDIA MUSLIM (Indonesia),4.14.0,1,setelah saya update applikasinya malah tidak bisa login captanya muter terus kenapa ya ini saya mau berobat,,,
2025-11-07 6:09:05,Abdullah Adul,,5,bgus bngt dgn mobil jln.. lbh mudah utk berobt,,,
2025-11-07 5:56:34,Mas Priyono,4.14.0,3,caranya pindah BPJS mandiri ke gratis lewat aplikasi susah,,,
2025-11-07 5:45:28,Zainul Ishlah,4.14.0,1,"kenapa ketika mau login harus registrasi auto debit ? waktu mau registrasi auto debit bank bca, gak bisa diproses. kenapa?",,,
2025-11-07 5:43:37,Syaipul Bahri,4.14.0,5,makin canggih...,,,
2025-11-07 5:41:12,agus sutiawan,4.14.0,1,"permintaan tidak dapat di proses offline padahal jaringan on, bingung ini salahnya dimana ya download di perangkat lain juga sama",,,
2025-11-07 5:29:09,Tukang Ojek,4.14.0,1,"ini gimana sih,udh diupdate mau login lupa password,mau masuk minta kode lwt otp gak ada mulu aneh padahal nmr hp udh terdaftar",,,
2025-11-07 5:25:19,agus m,4.14.0,5,membantu sekali aplikasi ini,,1,
2025-11-07 5:18:34,pilah nurul,4.14.0,5,praktis,,,
2025-11-07 5:14:28,Farlin Jenes14,4.12.0,5,sangat nyaman dan aman,,,
2025-11-07 4:11:14,Pantjaretna Anggarawati,,2,suka log out sndiri,,-1,
2025-11-07 3:29:56,Noto Ati,4.14.0,4,"tlg untuk verifikasi pembaruan no hp jangan hanya lewat sms saja, itu aplikasi lama yg sangat mahal dan tidak banyak digunakan,kok setiap coba pilih verfikasi pilihanya hanya ada sms,",,,-1
2025-11-07 0:45:47,aris santoso,4.14.0,5,semoga selalu bermanfaat bagi yang membutuhkan,,,
2025-11-07 0:28:15,Arman Wolasi,4.14.0,5,bagus,,,
2025-11-07 0:20:04,Nirawati,4.14.0,1,halo ini bagaimana dong solusinya mau ambil antrian susah terus harus h -3 Oke diikuti tapi nyatanya semua sudah penuh ini bagaimana saya udah punya rujukannya tapi susah terus please deh aplikasi tujuannya untuk mempermudah. tpi ini untuk mempersulit juga,,,
2025-11-07 0:13:34,syarifudin udin,,5,mantap,,,
